,RecordNumber,CustomerId,LastName,RiskScore,Location,Gender,Age,LoyaltyYears,AccountBalance,ProductCount,HasCreditCard,ActiveStatus,IncomeEstimate,AnnualSpending,HasComplaint,ComplaintSatisfaction,CardType,CreditCardPoints
524,525,1524,Sanford,89.0,Jacksonville,Female,69.0,0.0,92400.0,4.0,1.0,0.0,127779.0,73783.10475438347,0.0,10.0,Visa,4630.0
525,526,1525,Williams,89.0,San Francisco,Female,46.0,14.0,37639.0,1.0,1.0,0.0,144891.0,32993.48767493392,1.0,5.0,MasterCard,209.0
526,527,1526,Miller,47.0,,Female,39.0,6.0,64627.0,4.0,0.0,0.0,52376.0,38040.92054553504,0.0,5.0,MasterCard,2093.0
527,528,1527,Jones,84.0,Charlotte,Female,57.0,16.0,84424.0,9.0,1.0,1.0,97924.0,48833.386455633605,1.0,4.0,Visa,3538.0
528,529,1528,Lopez,38.0,San Jose,Female,38.0,1.0,20692.0,2.0,1.0,0.0,49332.0,14210.493836160476,0.0,10.0,Discover,1563.0
529,530,1529,Daniels,99.0,San Antonio,Female,68.0,10.0,90037.0,3.0,1.0,0.0,151001.0,60937.23222230401,1.0,2.0,American Express,25.0
530,531,1530,Austin,32.0,Washington,Male,55.0,8.0,79840.0,10.0,1.0,1.0,66737.0,39189.973354820366,1.0,0.0,MasterCard,174.0
531,532,1531,Walker,93.0,Phoenix,Male,37.0,12.0,55200.0,8.0,0.0,1.0,150912.0,26741.74895540481,1.0,10.0,MasterCard,1334.0
532,533,1532,White,100.0,New York,Female,46.0,5.0,94063.0,6.0,1.0,0.0,109031.0,47695.8042920845,1.0,9.0,Visa,321.0
533,534,1533,Burns,22.0,Indianapolis,Female,68.0,5.0,50970.0,8.0,1.0,0.0,40991.0,20607.451753537065,0.0,5.0,MasterCard,4150.0
534,535,1534,Thomas,9.0,Chicago,Female,21.0,19.0,19074.0,7.0,0.0,1.0,47472.0,30116.232093226245,0.0,10.0,MasterCard,4047.0
535,536,1535,Daniel,68.0,Fort Worth,Male,24.0,19.0,16549.0,5.0,1.0,1.0,79946.0,22385.783174894797,1.0,0.0,American Express,3227.0
536,537,1536,Guerrero,99.0,Columbus,Female,45.0,20.0,30963.0,9.0,1.0,1.0,177921.0,64049.16199829511,1.0,8.0,Discover,1872.0
537,538,1537,Miller,33.0,Seattle,Male,45.0,2.0,92456.0,4.0,1.0,0.0,21541.0,41282.81627661302,1.0,1.0,American Express,2067.0
538,539,1538,Brooks,51.0,Houston,Female,21.0,10.0,97362.0,6.0,1.0,0.0,149237.0,81550.16519815422,1.0,0.0,Discover,332.0
539,540,1539,Morales,94.0,Seattle,Female,39.0,16.0,53265.0,2.0,0.0,0.0,22765.0,28605.81399943453,0.0,6.0,American Express,2991.0
540,541,1540,Woodard,9.0,Phoenix,Male,29.0,11.0,17061.0,2.0,1.0,1.0,63074.0,19433.42569589148,1.0,5.0,Visa,910.0
541,542,1541,Wilson,18.0,San Francisco,Male,62.0,15.0,59226.0,2.0,0.0,0.0,122795.0,58664.67279289652,1.0,5.0,MasterCard,4496.0
542,543,1542,Dominguez,57.0,New York,Female,20.0,14.0,29810.0,10.0,1.0,1.0,180355.0,66332.67199546406,1.0,4.0,Discover,949.0
543,544,1543,Collins,95.0,Columbus,Female,39.0,12.0,61006.0,7.0,1.0,0.0,121387.0,48983.517893230615,1.0,5.0,Visa,2075.0
544,545,1544,Green,0.0,Charlotte,Female,61.0,0.0,23800.0,2.0,1.0,1.0,151841.0,61442.6034374655,1.0,3.0,MasterCard,2514.0
545,546,1545,Navarro,68.0,Dallas,Male,19.0,16.0,76476.0,2.0,0.0,0.0,168878.0,67589.46411579067,1.0,10.0,MasterCard,3331.0
546,547,1546,Perez,3.0,Charlotte,Male,45.0,2.0,70460.0,9.0,1.0,0.0,22972.0,35888.13104443204,1.0,3.0,MasterCard,3029.0
547,548,1547,Marks,15.0,Indianapolis,Male,51.0,14.0,58767.0,7.0,1.0,1.0,169328.0,75365.24860402061,0.0,2.0,American Express,100.0
548,549,1548,Lopez,23.0,Houston,Male,44.0,3.0,29054.0,3.0,0.0,1.0,123903.0,55277.755662596646,1.0,9.0,Visa,4646.0
549,550,1549,Blake,79.0,Jacksonville,Male,58.0,3.0,76319.0,3.0,0.0,0.0,169725.0,86279.50479257299,1.0,7.0,Visa,2400.0
550,551,1550,Raymond,1.0,Phoenix,Male,18.0,17.0,46397.0,7.0,0.0,1.0,123579.0,63505.53774575175,1.0,6.0,MasterCard,3371.0
551,552,1551,Taylor,91.0,Phoenix,Female,25.0,16.0,14233.0,5.0,0.0,1.0,59339.0,11472.008973094751,0.0,8.0,Discover,2343.0
552,553,1552,Gray,31.0,Austin,Female,40.0,18.0,91020.0,10.0,1.0,0.0,176829.0,89129.30895009883,0.0,0.0,Visa,352.0
553,554,1553,Nelson,90.0,Philadelphia,Male,55.0,10.0,26068.0,6.0,1.0,1.0,123376.0,59501.29394460647,0.0,6.0,American Express,2955.0
554,555,1554,Ramsey,83.0,San Antonio,Female,45.0,19.0,66727.0,8.0,1.0,0.0,62399.0,40541.83022160748,1.0,9.0,Discover,1018.0
555,556,1555,Mullins,23.0,Columbus,Female,39.0,2.0,91610.0,9.0,1.0,0.0,64013.0,29292.001658853696,1.0,3.0,Discover,1179.0
556,557,1556,Thomas,11.0,Austin,Male,42.0,7.0,71453.0,1.0,0.0,1.0,165778.0,67668.79762982676,1.0,6.0,Discover,3536.0
557,558,1557,Campbell,49.0,Fort Worth,Female,35.0,13.0,26832.0,3.0,1.0,1.0,189303.0,86274.63235741622,0.0,0.0,Discover,3650.0
558,559,1558,Burke,34.0,Los Angeles,Male,34.0,0.0,87242.0,7.0,1.0,0.0,47909.0,26211.24629317353,1.0,4.0,Visa,2502.0
559,560,1559,Mendoza,32.0,San Antonio,Male,29.0,13.0,14682.0,6.0,1.0,0.0,177541.0,63194.789433356855,0.0,2.0,MasterCard,3819.0
560,561,1560,Kent,32.0,Washington,Female,23.0,1.0,93298.0,6.0,1.0,0.0,152385.0,92515.9080950197,0.0,4.0,Discover,979.0
561,562,1561,Howe,60.0,Houston,Male,43.0,3.0,24383.0,8.0,0.0,0.0,158919.0,61722.8074961521,0.0,3.0,American Express,4834.0
562,563,1562,,50.0,San Diego,Male,44.0,18.0,59160.0,6.0,1.0,0.0,161002.0,63970.55862166157,0.0,1.0,American Express,976.0
563,564,1563,Acevedo,42.0,Washington,Male,25.0,5.0,94332.0,3.0,1.0,0.0,23285.0,23093.67643137095,0.0,10.0,MasterCard,1371.0
564,565,1564,Doyle,100.0,Denver,Male,36.0,0.0,24666.0,2.0,1.0,1.0,143637.0,55994.64329585188,1.0,3.0,Visa,2280.0
565,566,1565,Williamson,11.0,Fort Worth,Male,59.0,16.0,59817.0,7.0,0.0,1.0,55863.0,19632.41991522791,1.0,2.0,MasterCard,4576.0
566,567,1566,Wood,66.0,Columbus,Male,18.0,7.0,92198.0,1.0,0.0,1.0,167776.0,82308.44036103583,0.0,0.0,Discover,107.0
567,568,1567,House,64.0,San Jose,Male,46.0,18.0,50970.0,3.0,1.0,0.0,169777.0,66761.9553499002,1.0,9.0,Visa,972.0
568,569,1568,Smith,32.0,Austin,Male,62.0,20.0,42830.0,4.0,1.0,1.0,151627.0,74931.04820547668,1.0,7.0,Visa,1626.0
569,570,1569,Medina,39.0,Los Angeles,Female,66.0,0.0,11234.0,1.0,1.0,0.0,41323.0,24017.330803699955,0.0,4.0,Discover,703.0
570,571,1570,Mclaughlin,73.0,Dallas,Female,52.0,4.0,58616.0,5.0,0.0,0.0,90968.0,37439.54882017821,0.0,3.0,American Express,874.0
571,572,1571,Montes,42.0,Indianapolis,Female,57.0,15.0,10221.0,10.0,1.0,1.0,73915.0,38590.5931756372,1.0,9.0,Discover,3809.0
572,573,1572,Mcguire,43.0,Chicago,Male,31.0,5.0,12410.0,3.0,1.0,0.0,129543.0,40688.49962452522,1.0,4.0,MasterCard,2411.0
573,574,1573,Perez,28.0,Philadelphia,Male,52.0,7.0,81055.0,2.0,1.0,0.0,161691.0,59709.26977950592,1.0,3.0,Discover,2107.0
574,575,1574,Curtis,12.0,Phoenix,Female,65.0,12.0,62413.0,3.0,0.0,0.0,128500.0,54213.13640734528,1.0,2.0,American Express,3553.0
575,576,1575,Moore,11.0,Phoenix,Female,62.0,15.0,2051.0,8.0,1.0,0.0,172297.0,75325.69201145702,0.0,4.0,Discover,1273.0
576,577,1576,Mitchell,94.0,Charlotte,Female,37.0,2.0,76301.0,6.0,1.0,0.0,131266.0,59726.65050064925,1.0,3.0,MasterCard,559.0
577,578,1577,Newman,45.0,Indianapolis,Male,66.0,18.0,77918.0,7.0,0.0,0.0,46739.0,35974.96864329786,0.0,0.0,MasterCard,116.0
578,579,1578,Rivera,1.0,Dallas,Female,30.0,11.0,79116.0,6.0,0.0,1.0,198780.0,109221.01644702852,0.0,2.0,American Express,4969.0
579,580,1579,Roach,34.0,Chicago,Female,55.0,15.0,57563.0,6.0,1.0,0.0,148041.0,47196.15152945574,1.0,9.0,MasterCard,3046.0
580,581,1580,Smith,86.0,Washington,Male,66.0,10.0,98859.0,3.0,0.0,0.0,73019.0,30419.708859472277,1.0,9.0,MasterCard,43.0
581,582,1581,Zimmerman,80.0,Indianapolis,Female,63.0,9.0,45757.0,8.0,1.0,0.0,27373.0,-2087.8647096683217,1.0,7.0,Discover,508.0
582,583,1582,Brown,89.0,San Jose,Male,66.0,19.0,78475.0,7.0,0.0,0.0,186353.0,86912.68186480053,0.0,6.0,Visa,3439.0
583,584,1583,Romero,7.0,Chicago,Male,25.0,3.0,52257.0,7.0,0.0,1.0,40187.0,32187.431271151243,0.0,1.0,MasterCard,3928.0
584,585,1584,Snow,92.0,Seattle,Male,60.0,11.0,96500.0,6.0,1.0,1.0,87863.0,71798.81367279777,0.0,0.0,MasterCard,4944.0
585,586,1585,Rodriguez,25.0,Seattle,Female,37.0,1.0,1307.0,5.0,1.0,0.0,117927.0,44127.5507713677,0.0,2.0,American Express,916.0
586,587,1586,Khan,73.0,Indianapolis,Female,50.0,18.0,57889.0,10.0,1.0,0.0,104085.0,40154.92840520697,1.0,4.0,American Express,2945.0
587,588,1587,Clements,89.0,Chicago,Male,43.0,4.0,69895.0,8.0,0.0,0.0,137996.0,63870.098728781086,0.0,9.0,Discover,798.0
588,589,1588,Dunn,33.0,Chicago,Female,56.0,7.0,96184.0,5.0,1.0,1.0,59220.0,49447.17418460958,0.0,10.0,Discover,4971.0
589,590,1589,Simon,6.0,Philadelphia,Female,38.0,6.0,36944.0,9.0,1.0,1.0,150503.0,43370.43726671833,1.0,0.0,MasterCard,1760.0
590,591,1590,Hernandez,67.0,Fort Worth,Female,70.0,13.0,39134.0,9.0,1.0,1.0,27642.0,49794.81644334893,0.0,2.0,Visa,2333.0
591,592,1591,Parker,57.0,Charlotte,Female,66.0,2.0,28323.0,1.0,1.0,1.0,99971.0,50596.81018101912,0.0,2.0,Visa,3275.0
592,593,1592,Reynolds,74.0,Dallas,Male,59.0,17.0,72762.0,6.0,1.0,0.0,75556.0,39816.983080225895,1.0,4.0,Discover,818.0
593,594,1593,Jimenez,28.0,Houston,Female,60.0,15.0,88225.0,7.0,0.0,1.0,184832.0,96115.8898427858,0.0,2.0,American Express,2168.0
594,595,1594,Miller,35.0,Columbus,Male,58.0,18.0,97507.0,3.0,1.0,0.0,58192.0,55211.55980586605,0.0,8.0,MasterCard,3735.0
595,596,1595,Thomas,88.0,Phoenix,Male,26.0,18.0,26954.0,7.0,1.0,0.0,155453.0,58048.01514497568,0.0,0.0,MasterCard,3065.0
596,597,1596,Alvarez,20.0,Los Angeles,Female,41.0,17.0,56021.0,7.0,0.0,0.0,111423.0,67739.238637593,0.0,3.0,Visa,3259.0
597,598,1597,Weber,35.0,Austin,Male,54.0,19.0,90959.0,2.0,1.0,1.0,50782.0,44598.55686321703,0.0,9.0,Discover,906.0
598,599,1598,Salinas,9.0,Dallas,Female,66.0,15.0,50970.0,7.0,1.0,1.0,24782.0,40173.35840531453,0.0,9.0,Visa,4108.0
599,600,1599,Butler,100.0,Chicago,Female,58.0,7.0,80866.0,1.0,1.0,1.0,170534.0,67864.69900910591,1.0,3.0,Visa,602.0
600,601,1600,Morris,72.0,Dallas,Male,45.0,0.0,71427.0,5.0,1.0,1.0,80030.0,61487.10611367264,0.0,0.0,Discover,4295.0
601,602,1601,Irwin,23.0,Chicago,Male,41.0,16.0,5992.0,9.0,1.0,0.0,76411.0,26438.67036322983,1.0,1.0,American Express,2633.0
602,603,1602,Mendoza,63.0,Los Angeles,Male,38.0,11.0,2961.0,7.0,0.0,0.0,117469.0,44331.6936226763,1.0,10.0,MasterCard,1791.0
603,604,1603,Mason,98.0,Jacksonville,Male,68.0,20.0,13497.0,7.0,0.0,1.0,66950.0,37078.65887679919,1.0,0.0,American Express,3527.0
604,605,1604,Nelson,48.0,San Jose,Female,45.0,10.0,33551.0,2.0,0.0,1.0,153595.0,65819.18821164835,0.0,5.0,Discover,4543.0
605,606,1605,Thornton,98.0,Dallas,Female,58.0,4.0,77384.0,8.0,1.0,1.0,160749.0,79958.77006984115,0.0,2.0,Discover,1811.0
606,607,1606,Swanson,35.0,Charlotte,Female,56.0,10.0,56755.0,3.0,0.0,1.0,166161.0,83836.47238506118,0.0,6.0,MasterCard,3911.0
607,608,1607,Chen,81.0,San Diego,Male,30.0,10.0,14255.0,8.0,1.0,1.0,155653.0,46877.68916199947,1.0,4.0,American Express,840.0
608,609,1608,Schmidt,95.0,Phoenix,Male,28.0,5.0,5567.0,3.0,1.0,0.0,162979.0,57289.11662846,0.0,8.0,MasterCard,3142.0
609,610,1609,Johnson,23.0,Austin,Male,45.0,0.0,49847.0,10.0,1.0,0.0,156681.0,69024.0858665115,0.0,6.0,Visa,4685.0
610,611,1610,Perry,22.0,Los Angeles,Female,36.0,4.0,49003.0,7.0,0.0,0.0,70539.0,27587.81448316605,0.0,3.0,Visa,2090.0
611,612,1611,Ochoa,61.0,Charlotte,Male,28.0,13.0,21389.0,2.0,0.0,1.0,195215.0,100310.3678867388,0.0,4.0,Visa,4615.0
612,613,1612,Wright,95.0,Philadelphia,Female,30.0,4.0,45523.0,4.0,0.0,1.0,42936.0,8439.015565075972,1.0,4.0,American Express,1036.0
613,614,1613,Sullivan,36.0,San Diego,Male,63.0,0.0,62576.0,6.0,1.0,0.0,70182.0,22299.06096312842,0.0,10.0,Visa,724.0
614,615,1614,Farrell,11.0,Phoenix,Female,62.0,17.0,44919.0,9.0,0.0,0.0,131259.0,70411.36575703579,0.0,4.0,MasterCard,987.0
615,616,1615,Silva,54.0,San Francisco,Female,18.0,15.0,83103.0,5.0,1.0,1.0,115042.0,71253.31250796541,0.0,9.0,American Express,802.0
616,617,1616,Saunders,12.0,Seattle,Male,57.0,8.0,4358.0,9.0,0.0,0.0,33163.0,2695.101825192221,0.0,8.0,MasterCard,2582.0
617,618,1617,Lucas,22.0,Philadelphia,Male,61.0,18.0,89535.0,5.0,0.0,1.0,197129.0,95835.49015101691,1.0,9.0,Discover,3837.0
618,619,1618,Thomas,88.0,Phoenix,Female,36.0,4.0,77524.0,10.0,1.0,1.0,163609.0,92375.2544499731,0.0,2.0,American Express,526.0
619,620,1619,Johnson,98.0,San Francisco,Female,29.0,1.0,98057.0,8.0,1.0,0.0,42419.0,32224.769424030143,1.0,5.0,MasterCard,1665.0
620,621,1620,Washington,29.0,Fort Worth,Male,25.0,14.0,6698.0,1.0,0.0,0.0,193650.0,90554.02900074582,1.0,7.0,MasterCard,1138.0
621,622,1621,Moran,16.0,Phoenix,Male,25.0,6.0,67809.0,7.0,0.0,0.0,111423.0,49181.381891319645,0.0,10.0,American Express,459.0
622,623,1622,Hughes,61.0,Fort Worth,Female,70.0,3.0,94079.0,4.0,0.0,1.0,142762.0,83679.88453859101,0.0,8.0,Discover,2552.0
623,624,1623,Rodriguez,83.0,Indianapolis,Male,62.0,0.0,56805.0,5.0,1.0,1.0,20834.0,34600.43336221004,0.0,6.0,American Express,4420.0
624,625,1624,Wilson,88.0,Seattle,Female,29.0,12.0,32349.0,6.0,1.0,0.0,52214.0,28742.989016052463,1.0,2.0,Visa,4674.0
625,626,1625,Cain,85.0,San Diego,Female,65.0,19.0,77777.0,5.0,0.0,1.0,22413.0,21526.04273354352,1.0,0.0,Visa,2808.0
626,627,1626,Montoya,12.0,Fort Worth,Male,50.0,6.0,51248.0,1.0,0.0,1.0,29505.0,23524.135179888504,0.0,3.0,Discover,2898.0
627,628,1627,,58.0,Denver,Male,62.0,14.0,76033.0,9.0,1.0,1.0,122802.0,64754.70171087257,1.0,5.0,MasterCard,3243.0
628,629,1628,Pham,18.0,Chicago,Male,43.0,13.0,99239.0,6.0,0.0,0.0,153177.0,86986.0448665207,0.0,2.0,MasterCard,4068.0
629,630,1629,Villegas,48.0,San Diego,Male,56.0,18.0,45041.0,9.0,1.0,1.0,148303.0,72424.13436282362,0.0,0.0,MasterCard,2331.0
630,631,1630,Gallegos,99.0,Los Angeles,Male,45.0,19.0,32954.0,10.0,1.0,0.0,134897.0,59310.02890793388,1.0,5.0,American Express,4570.0
631,632,1631,Smith,11.0,San Diego,Female,22.0,17.0,9002.0,2.0,1.0,0.0,78408.0,14873.100429332648,1.0,0.0,,3685.0
632,633,1632,Le,60.0,Fort Worth,Female,25.0,9.0,70783.0,9.0,1.0,1.0,188751.0,79543.99020876364,1.0,8.0,Discover,631.0
633,634,1633,Morgan,18.0,Fort Worth,Male,42.0,8.0,88234.0,6.0,1.0,0.0,136908.0,56055.94067876245,1.0,10.0,Visa,4798.0
634,635,1634,Kelly,75.0,New York,Male,44.0,7.0,20738.0,9.0,1.0,1.0,99731.0,37474.82223913858,0.0,0.0,MasterCard,2456.0
635,636,1635,Carter,8.0,Philadelphia,Male,63.0,9.0,11703.0,6.0,0.0,0.0,85131.0,42971.908918143046,0.0,5.0,Visa,981.0
636,637,1636,Mclaughlin,70.0,Denver,Female,40.0,16.0,50422.0,6.0,1.0,0.0,84280.0,43648.73920725229,0.0,0.0,American Express,4654.0
637,638,1637,Mathis,27.0,San Francisco,Male,45.0,1.0,84106.0,2.0,1.0,1.0,35762.0,58043.49163149769,1.0,6.0,American Express,4317.0
638,639,1638,Hall,77.0,San Diego,Male,62.0,5.0,62899.0,6.0,0.0,0.0,137798.0,64043.71367189716,0.0,2.0,American Express,1556.0
639,640,1639,Davis,94.0,New York,Female,64.0,4.0,13392.0,3.0,1.0,0.0,136854.0,45064.31880579736,1.0,5.0,Visa,2205.0
640,641,1640,West,51.0,San Francisco,Female,40.0,8.0,45724.0,7.0,0.0,0.0,78703.0,35483.17919440217,1.0,6.0,Discover,4443.0
641,642,1641,Floyd,82.0,Dallas,Male,66.0,4.0,33299.0,5.0,1.0,1.0,83079.0,27522.713071400634,1.0,0.0,Discover,4984.0
642,643,1642,Riley,15.0,Fort Worth,Male,64.0,17.0,16641.0,3.0,0.0,1.0,41577.0,21529.33387622406,0.0,5.0,American Express,3955.0
643,644,1643,Turner,68.0,Austin,Male,37.0,19.0,80534.0,1.0,0.0,0.0,21214.0,33928.38027111646,1.0,4.0,MasterCard,921.0
644,645,1644,Ferguson,98.0,,Female,35.0,8.0,7305.0,8.0,1.0,0.0,106339.0,33225.00668127772,1.0,5.0,Visa,404.0
645,646,1645,Maldonado,11.0,San Jose,Male,45.0,16.0,99262.0,3.0,1.0,0.0,68114.0,36198.00270116528,1.0,8.0,American Express,4772.0
646,647,1646,Ward,24.0,Houston,Male,19.0,16.0,19782.0,2.0,1.0,1.0,83230.0,23293.55379521365,1.0,0.0,Visa,4684.0
647,648,1647,Garcia,51.0,Philadelphia,Male,21.0,11.0,79257.0,1.0,1.0,1.0,184052.0,77892.43108334157,1.0,3.0,Visa,1620.0
648,649,1648,Barrera,84.0,San Antonio,,47.0,6.0,78963.0,4.0,0.0,0.0,87194.0,44292.4843441088,1.0,9.0,Discover,2952.0
649,650,1649,,99.0,Phoenix,Female,50.0,2.0,21566.0,8.0,0.0,1.0,132333.0,59955.71535476262,1.0,7.0,American Express,3118.0
650,651,1650,Stewart,52.0,Austin,Male,53.0,9.0,68766.0,3.0,0.0,1.0,57792.0,22173.21358633563,1.0,9.0,Discover,1594.0
651,652,1651,Rice,22.0,Fort Worth,Male,35.0,1.0,7511.0,1.0,1.0,1.0,65807.0,19768.43722111244,1.0,8.0,American Express,565.0
652,653,1652,Miller,15.0,Denver,Female,54.0,2.0,27177.0,4.0,0.0,1.0,145266.0,57560.35019435079,1.0,5.0,Visa,4799.0
653,654,1653,Mcconnell,56.0,San Jose,Female,36.0,15.0,5765.0,9.0,1.0,0.0,173373.0,39071.54232370565,1.0,10.0,Discover,2868.0
654,655,1654,Mann,38.0,San Jose,Female,64.0,1.0,21354.0,1.0,1.0,1.0,156213.0,49762.76717033593,1.0,1.0,Visa,857.0
655,656,1655,Perez,52.0,Austin,Female,45.0,9.0,24929.0,2.0,0.0,1.0,124292.0,46063.96460263814,0.0,3.0,American Express,1284.0
656,657,1656,Torres,41.0,San Antonio,Female,57.0,5.0,29820.0,6.0,1.0,0.0,142984.0,49598.09626149501,0.0,1.0,MasterCard,584.0
657,658,1657,Flores,57.0,Seattle,Female,37.0,10.0,30523.0,2.0,0.0,0.0,33777.0,16804.295450216472,1.0,0.0,Discover,4327.0
658,659,1658,Martinez,38.0,Houston,Female,66.0,6.0,72088.0,3.0,1.0,0.0,58346.0,34962.003904982026,1.0,2.0,Discover,1245.0
659,660,1659,Middleton,13.0,Los Angeles,Female,50.0,14.0,67163.0,7.0,0.0,1.0,74703.0,35389.03897398964,1.0,6.0,Visa,51.0
660,661,1660,Williams,94.0,Columbus,Female,29.0,5.0,78525.0,3.0,1.0,0.0,114977.0,62369.12626552635,0.0,0.0,Visa,2163.0
661,662,1661,Ramirez,4.0,Fort Worth,Male,68.0,19.0,14780.0,9.0,0.0,0.0,67819.0,44716.0971764625,0.0,1.0,MasterCard,537.0
662,663,1662,Thompson,34.0,Jacksonville,Male,32.0,8.0,7589.0,6.0,0.0,0.0,179541.0,81183.16516741752,0.0,0.0,Discover,540.0
663,664,1663,Gray,86.0,San Antonio,Male,58.0,19.0,35812.0,3.0,1.0,1.0,154917.0,40027.63227937663,1.0,7.0,American Express,814.0
664,665,1664,Donaldson,92.0,Los Angeles,Female,56.0,11.0,94664.0,9.0,1.0,1.0,130186.0,71143.3218383514,1.0,4.0,American Express,1415.0
665,666,1665,Morales,74.0,Fort Worth,Male,19.0,18.0,46939.0,1.0,0.0,0.0,43290.0,18389.81709936161,1.0,7.0,Discover,2838.0
666,667,1666,Kennedy,17.0,Columbus,Female,46.0,19.0,52493.0,10.0,1.0,1.0,132551.0,59232.85342865356,1.0,2.0,Discover,1652.0
667,668,1667,,75.0,Indianapolis,Female,58.0,2.0,94326.0,3.0,1.0,0.0,181771.0,81485.01966457452,0.0,6.0,Discover,2665.0
668,669,1668,Le,8.0,Dallas,Male,27.0,14.0,41953.0,1.0,1.0,1.0,195324.0,78478.93629887201,1.0,7.0,MasterCard,4514.0
669,670,1669,Pace,73.0,Indianapolis,Female,19.0,1.0,66785.0,2.0,0.0,0.0,118682.0,58155.223960720185,0.0,5.0,American Express,4062.0
670,671,1670,Jones,57.0,San Diego,Male,68.0,20.0,20309.0,8.0,0.0,0.0,154365.0,53551.082426510766,0.0,6.0,American Express,2356.0
671,672,1671,Gordon,16.0,Los Angeles,Male,45.0,1.0,55195.0,7.0,1.0,1.0,138017.0,51522.024521748186,1.0,1.0,Visa,3810.0
672,673,1672,Nash,6.0,Fort Worth,Male,30.0,2.0,50970.0,2.0,1.0,1.0,139496.0,54148.19317380516,0.0,7.0,Visa,863.0
673,674,1673,Ramirez,45.0,Chicago,Female,27.0,5.0,24576.0,2.0,0.0,1.0,77089.0,38486.24264456765,0.0,4.0,Discover,185.0
674,675,1674,Kelley,12.0,San Francisco,Male,31.0,14.0,32508.0,9.0,1.0,1.0,167680.0,76240.56341684265,0.0,6.0,Visa,4356.0
675,676,1675,King,39.0,Philadelphia,Female,35.0,9.0,75711.0,6.0,0.0,1.0,148713.0,82665.88977340146,0.0,0.0,MasterCard,1551.0
676,677,1676,Griffin,41.0,Denver,Male,68.0,8.0,26464.0,5.0,1.0,1.0,111423.0,12711.449769330877,1.0,4.0,American Express,2207.0
677,678,1677,Reed,8.0,San Antonio,Male,26.0,0.0,61281.0,10.0,1.0,0.0,98006.0,47536.89567302736,1.0,0.0,American Express,761.0
678,679,1678,Williams,49.0,San Jose,Male,56.0,15.0,17260.0,6.0,1.0,1.0,34779.0,29544.57591953299,0.0,7.0,Visa,4319.0
679,680,1679,Dickson,26.0,Dallas,Female,45.0,5.0,36440.0,9.0,0.0,0.0,41630.0,30464.34895144128,1.0,3.0,Discover,1279.0
680,681,1680,Sanchez,65.0,Los Angeles,Female,20.0,8.0,96082.0,7.0,0.0,0.0,125575.0,67810.92145868478,0.0,3.0,Visa,4275.0
681,682,1681,Cook,4.0,Charlotte,Female,37.0,3.0,57683.0,10.0,0.0,1.0,135436.0,58086.73275060387,1.0,1.0,Discover,4727.0
682,683,1682,Roberts,28.0,Phoenix,Male,23.0,1.0,42430.0,10.0,0.0,0.0,163250.0,65025.64233836392,1.0,4.0,MasterCard,3694.0
683,684,1683,Baker,36.0,Houston,Male,44.0,3.0,2987.0,9.0,1.0,0.0,171007.0,44430.225271025934,1.0,0.0,American Express,3281.0
684,685,1684,Martin,37.0,Washington,Female,70.0,0.0,26105.0,4.0,1.0,1.0,198330.0,72159.25488964493,1.0,8.0,MasterCard,1536.0
685,686,1685,Freeman,82.0,Houston,Female,19.0,18.0,79484.0,2.0,0.0,1.0,42784.0,38607.663984731305,1.0,4.0,American Express,2447.0
686,687,1686,Gibson,7.0,Seattle,Female,46.0,9.0,14026.0,8.0,1.0,1.0,174099.0,74137.621294437,0.0,5.0,MasterCard,2770.0
687,688,1687,Jackson,64.0,Houston,Female,55.0,20.0,69309.0,4.0,1.0,0.0,132167.0,56079.32395636111,1.0,1.0,Visa,1963.0
688,689,1688,Castillo,85.0,Indianapolis,Female,20.0,14.0,46927.0,9.0,0.0,1.0,87359.0,45869.08201087166,0.0,9.0,MasterCard,3845.0
689,690,1689,Davis,16.0,Jacksonville,Female,33.0,18.0,76414.0,4.0,1.0,0.0,98608.0,48713.29659709312,0.0,9.0,MasterCard,3435.0
690,691,1690,Eaton,70.0,Indianapolis,Male,47.0,15.0,58535.0,8.0,1.0,1.0,35111.0,32428.52148225025,1.0,0.0,Visa,4710.0
691,692,1691,Andrews,88.0,San Jose,Female,57.0,20.0,43946.0,9.0,0.0,1.0,183384.0,75448.78563863527,0.0,3.0,American Express,561.0
692,693,1692,Smith,44.0,New York,Male,19.0,3.0,57561.0,9.0,1.0,0.0,44161.0,22329.18548303861,1.0,6.0,American Express,2421.0
693,694,1693,Hansen,3.0,Seattle,Male,34.0,1.0,11377.0,10.0,1.0,1.0,138920.0,51320.71163906613,0.0,5.0,Visa,4717.0
694,695,1694,Collins,35.0,Seattle,Female,58.0,12.0,54592.0,4.0,1.0,0.0,124823.0,56920.61133100141,0.0,9.0,MasterCard,2135.0
695,696,1695,Dalton,69.0,Columbus,Female,29.0,0.0,8347.0,1.0,0.0,1.0,145014.0,46568.973550680406,1.0,0.0,MasterCard,2061.0
696,697,1696,Medina,30.0,Charlotte,Male,52.0,16.0,34776.0,3.0,0.0,0.0,150466.0,63156.53036002563,1.0,0.0,MasterCard,2180.0
697,698,1697,Rivas,18.0,Jacksonville,Female,60.0,12.0,4783.0,9.0,1.0,0.0,87313.0,22998.46451983819,1.0,7.0,Discover,1960.0
